ticket_id,customer_name,subject,body,category,priority,channel,created_at,resolved_at,resolution_notes,csat_score,_true_root_cause
ae715ae1,Jamie,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,email,2026-05-04T01:08:00,2026-05-06T07:08:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
9526a157,Diego,"Requested a new password 6 times, nothing in my inbox","Requested a new password 6 times, nothing in my inbox. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,chat,2026-05-28T03:51:00,2026-05-29T23:51:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
2366be1d,Noah,Export button spins forever and never downloads anything,"Export button spins forever and never downloads anything. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,email,2026-06-20T21:58:00,2026-06-22T10:58:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
501b9c10,Elena,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,phone,2026-06-04T07:39:00,2026-06-04T13:39:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_invoice_confusion
fc252bb6,Drew,Downloaded export file is empty,"Downloaded export file is empty. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,chat,2026-05-29T17:09:00,2026-05-31T19:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_export_missing_data
bdf06f2a,Jamie,"Can't attach images on the iOS app, it just crashes","Can't attach images on the iOS app, it just crashes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,email,2026-05-18T09:24:00,2026-05-20T14:24:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_mobile_upload_crash
09060571,Elena,"Export only includes data from the last 7 days, I need 90","Export only includes data from the last 7 days, I need 90. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,phone,2026-05-08T18:43:00,2026-05-09T19:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
65f92b63,Cameron,My invoice shows a charge I don't recognize,"My invoice shows a charge I don't recognize. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,web_form,2026-04-20T12:45:00,2026-04-21T08:45:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
288a66e1,Casey,Charged for 5 seats but we only have 1 users,"Charged for 5 seats but we only have 1 users. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,chat,2026-04-26T22:58:00,2026-04-27T15:58:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
b5d67b67,Grace,My invoice shows a charge I don't recognize,"My invoice shows a charge I don't recognize. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,chat,2026-04-06T00:05:00,2026-04-06T06:05:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
2b956a72,Taylor,"Requested a new password 2 times, nothing in my inbox","Requested a new password 2 times, nothing in my inbox. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,chat,2026-04-26T14:22:00,2026-04-28T06:22:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
856e8ebf,Cameron,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,chat,2026-06-19T01:39:00,2026-06-19T14:39:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
b98300ba,Jamie,Setup wizard closed itself before I finished,"Setup wizard closed itself before I finished. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,phone,2026-05-18T15:35:00,2026-05-21T11:35:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_onboarding_confusion
1ac64463,Jordan,"Integration broke overnight, API returns errors now","Integration broke overnight, API returns errors now. This broke our production integration with no warning.",Technical / Bug,urgent,web_form,2026-05-11T18:27:00,2026-05-13T22:27:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_api_rate_limit_unclear
5f0d7172,Priya,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,low,web_form,2026-04-20T05:48:00,2026-04-20T12:48:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
9d0658d9,Diego,Notification settings reset themselves every login,Notification settings reset themselves every login. I've tried unsubscribing multiple times through the link in the email itself.,Product Feedback,medium,chat,2026-06-16T17:01:00,2026-06-19T11:01:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_notification_spam
50f3156f,Casey,API key seems valid but every request fails,API key seems valid but every request fails. This broke our production integration with no warning.,Technical / Bug,low,web_form,2026-05-13T12:48:00,2026-05-14T06:48:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_api_rate_limit_unclear
c41940bc,Noah,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,web_form,2026-05-13T21:54:00,2026-05-16T18:54:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_invoice_confusion
9e6ed3cb,Omar,"Coupon SPRING25 worked yesterday, now it says expired","Coupon SPRING25 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,web_form,2026-04-15T03:47:00,2026-04-18T02:47:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
9c1c474e,Taylor,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,phone,2026-04-14T19:27:00,2026-04-16T16:27:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
b0d3eff5,Lucas,Export button spins forever and never downloads anything,"Export button spins forever and never downloads anything. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,web_form,2026-04-27T21:45:00,2026-04-29T14:45:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
46a6ff3d,Jamie,API key seems valid but every request fails,API key seems valid but every request fails. This broke our production integration with no warning.,Technical / Bug,urgent,chat,2026-06-11T13:29:00,2026-06-12T19:29:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
9b82c60f,Wei,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,web_form,2026-05-31T10:58:00,2026-06-01T13:58:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
0eebb408,Drew,"Requested a new password 4 times, nothing in my inbox","Requested a new password 4 times, nothing in my inbox. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,phone,2026-05-07T23:19:00,2026-05-10T14:19:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
778e9d79,Sam,Why was I charged twice this month?,"Why was I charged twice this month?. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,medium,phone,2026-04-03T19:09:00,2026-04-05T02:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_invoice_confusion
0553ae70,Omar,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,web_form,2026-05-03T06:21:00,2026-05-03T17:21:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
aa88c7d3,Omar,"Can't attach images on the iOS app, it just crashes","Can't attach images on the iOS app, it just crashes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,web_form,2026-06-27T19:55:00,2026-06-28T06:55:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
dc148e3c,Grace,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,email,2026-06-05T14:31:00,2026-06-07T06:31:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_invoice_confusion
034bc6e1,Fatima,"Locked out of my account, reset flow is broken","Locked out of my account, reset flow is broken. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,email,2026-06-19T17:01:00,2026-06-21T20:01:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
d8f70e6d,Wei,"Not sure how to set up my first project, no guidance","Not sure how to set up my first project, no guidance. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,web_form,2026-05-25T06:31:00,2026-05-26T17:31:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
e4e9b71d,Lucas,"How do I turn off notifications, settings page doesn't save","How do I turn off notifications, settings page doesn't save. I've tried unsubscribing multiple times through the link in the email itself.",Product Feedback,low,phone,2026-06-27T05:10:00,2026-06-28T04:10:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_notification_spam
280494b4,Omar,Exported report doesn't match what I see in the dashboard,"Exported report doesn't match what I see in the dashboard. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,high,email,2026-05-06T23:37:00,2026-05-09T19:37:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_export_missing_data
4414ab23,Lucas,"Requested a new password 6 times, nothing in my inbox","Requested a new password 6 times, nothing in my inbox. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,web_form,2026-05-05T06:48:00,2026-05-08T00:48:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
bcc63949,Lucas,Is there a Zapier integration,"Is there a Zapier integration. Just curious, not urgent.",General Inquiry,low,phone,2026-06-20T23:00:00,2026-06-21T09:00:00,"Answered directly, no follow-up needed.",4,none
070cf8bc,Drew,Applied SAVE10 and got charged full price anyway,"Applied SAVE10 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,chat,2026-04-07T09:24:00,2026-04-09T15:24:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
3b882f23,Sam,Invoice total doesn't match what the pricing page says,"Invoice total doesn't match what the pricing page says. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,phone,2026-05-12T06:29:00,2026-05-12T21:29:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
c828f2bd,Cameron,Export button spins forever and never downloads anything,"Export button spins forever and never downloads anything. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,high,phone,2026-06-25T12:43:00,2026-06-26T11:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
b68f257e,Alex,"Getting way too many notification emails, please stop","Getting way too many notification emails, please stop. I've tried unsubscribing multiple times through the link in the email itself.",Product Feedback,high,web_form,2026-05-24T14:21:00,2026-05-25T11:21:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_notification_spam
c7bd40de,Jordan,Promo code FLASH30 says invalid but it's active on your site,"Promo code FLASH30 says invalid but it's active on your site. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,email,2026-06-26T05:01:00,2026-06-27T00:01:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
329f46fc,Morgan,Applied LOYAL15 and got charged full price anyway,"Applied LOYAL15 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,web_form,2026-05-15T00:26:00,2026-05-15T07:26:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
7428da2f,Elena,"Integration broke overnight, API returns errors now","Integration broke overnight, API returns errors now. This broke our production integration with no warning.",Technical / Bug,high,email,2026-06-28T15:23:00,2026-07-01T10:23:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_api_rate_limit_unclear
0a50f64a,Casey,"Locked out of my account, reset flow is broken","Locked out of my account, reset flow is broken. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,chat,2026-06-11T07:58:00,2026-06-11T23:58:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
6b4aa2c3,Jordan,"Can't log in, reset password page just spins forever","Can't log in, reset password page just spins forever. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,chat,2026-06-23T08:47:00,2026-06-25T22:47:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
f956b48d,Fatima,Export button spins forever and never downloads anything,"Export button spins forever and never downloads anything. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,high,phone,2026-06-14T11:03:00,2026-06-14T18:03:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
2aa45781,Cameron,"API suddenly stopped working, no error message that makes sense","API suddenly stopped working, no error message that makes sense. This broke our production integration with no warning.",Technical / Bug,medium,phone,2026-05-09T08:03:00,2026-05-12T08:03:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_api_rate_limit_unclear
30194f9a,Cameron,"Locked out of my account, reset flow is broken","Locked out of my account, reset flow is broken. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,web_form,2026-05-27T11:37:00,2026-05-29T02:37:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
377da596,Riley,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,chat,2026-05-07T16:42:00,2026-05-09T11:42:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
3286248b,Cameron,"Locked out of my account, reset flow is broken","Locked out of my account, reset flow is broken. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,email,2026-04-18T02:28:00,2026-04-19T01:28:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
619e64ea,Fatima,"Coupon FLASH30 worked yesterday, now it says expired","Coupon FLASH30 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,chat,2026-06-03T09:49:00,2026-06-04T15:49:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
a25eee0b,Grace,"API suddenly stopped working, no error message that makes sense","API suddenly stopped working, no error message that makes sense. This broke our production integration with no warning.",Technical / Bug,high,phone,2026-04-17T19:45:00,2026-04-18T06:45:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_api_rate_limit_unclear
3c0fff9f,Elena,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,low,web_form,2026-04-04T02:22:00,2026-04-07T01:22:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
5eca6b9a,Ines,"Coupon SAVE10 worked yesterday, now it says expired","Coupon SAVE10 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,phone,2026-06-29T03:54:00,2026-07-02T02:54:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
0804fa31,Wei,"Password reset email never arrives, tried 4 times","Password reset email never arrives, tried 4 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,chat,2026-06-25T03:22:00,2026-06-28T03:22:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_password_reset_loop
194614f2,Elena,Reset link takes me to an error page,"Reset link takes me to an error page. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,web_form,2026-06-23T07:19:00,2026-06-23T12:19:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_password_reset_loop
f9f6ca18,Fatima,"Password reset email never arrives, tried 4 times","Password reset email never arrives, tried 4 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,high,email,2026-06-12T07:44:00,2026-06-13T12:44:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
687b4007,Taylor,"Too many emails, I already turned these off once","Too many emails, I already turned these off once. I've tried unsubscribing multiple times through the link in the email itself.",Product Feedback,medium,web_form,2026-05-18T05:38:00,2026-05-18T20:38:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_notification_spam
90fb3e70,Cameron,My invoice shows a charge I don't recognize,"My invoice shows a charge I don't recognize. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,low,phone,2026-06-19T01:55:00,2026-06-20T23:55:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
52e14752,Omar,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,phone,2026-05-09T00:13:00,2026-05-10T01:13:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
fbdeadd7,Cameron,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,web_form,2026-05-01T12:36:00,2026-05-03T10:36:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
2f74a9c3,Priya,"Too many emails, I already turned these off once","Too many emails, I already turned these off once. I've tried unsubscribing multiple times through the link in the email itself.",Product Feedback,medium,web_form,2026-04-15T11:22:00,2026-04-17T22:22:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_notification_spam
0a8d70ac,Lucas,"Where do I invite my team, can't find the option","Where do I invite my team, can't find the option. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,email,2026-04-06T07:13:00,2026-04-08T20:13:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_onboarding_confusion
27e2da53,Priya,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,phone,2026-06-10T20:43:00,2026-06-12T16:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
b614dabf,Diego,Why was I charged twice this month?,"Why was I charged twice this month?. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,low,web_form,2026-06-08T13:42:00,2026-06-10T13:42:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_invoice_confusion
4f91f719,Taylor,Upload gets stuck at 6% then app force closes,"Upload gets stuck at 6% then app force closes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,email,2026-06-25T09:02:00,2026-06-26T14:02:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
b2094bda,Omar,"Coupon SAVE10 worked yesterday, now it says expired","Coupon SAVE10 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,phone,2026-04-02T18:18:00,2026-04-05T07:18:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
9710f8df,Jamie,Applied WELCOME20 and got charged full price anyway,"Applied WELCOME20 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,email,2026-05-30T20:16:00,2026-06-02T07:16:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
dd4ffc9f,Casey,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,low,phone,2026-05-09T22:09:00,2026-05-12T10:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
6cb2e294,Cameron,Promo code FLASH30 says invalid but it's active on your site,"Promo code FLASH30 says invalid but it's active on your site. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,chat,2026-05-19T10:28:00,2026-05-21T05:28:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
e8635ec0,Drew,API key seems valid but every request fails,API key seems valid but every request fails. This broke our production integration with no warning.,Technical / Bug,urgent,email,2026-05-11T00:13:00,2026-05-11T19:13:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
3a592a08,Elena,"Not sure how to set up my first project, no guidance","Not sure how to set up my first project, no guidance. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,medium,email,2026-05-17T12:20:00,2026-05-19T00:20:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_onboarding_confusion
519f1bfc,Casey,"Integration broke overnight, API returns errors now","Integration broke overnight, API returns errors now. This broke our production integration with no warning.",Technical / Bug,urgent,chat,2026-04-16T08:49:00,2026-04-17T18:49:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_api_rate_limit_unclear
65683a94,Omar,"Password reset email never arrives, tried 6 times","Password reset email never arrives, tried 6 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,web_form,2026-05-23T11:55:00,2026-05-25T18:55:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
e1694ecd,Taylor,Feature request: dark mode for reports,"Feature request: dark mode for reports. Just curious, not urgent.",General Inquiry,low,email,2026-04-30T12:00:00,2026-04-30T18:00:00,"Answered directly, no follow-up needed.",5,none
8bd436f8,Fatima,Feedback on the new dashboard layout,"Feedback on the new dashboard layout. Just curious, not urgent.",General Inquiry,low,web_form,2026-04-28T01:00:00,2026-04-28T05:00:00,"Answered directly, no follow-up needed.",5,none
ba005e31,Alex,"Not sure how to set up my first project, no guidance","Not sure how to set up my first project, no guidance. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,low,email,2026-06-27T03:31:00,2026-06-29T12:31:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
85b193a4,Jordan,CSV export is missing half my records,"CSV export is missing half my records. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,urgent,email,2026-04-21T23:28:00,2026-04-24T22:28:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_export_missing_data
cb28441b,Riley,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,email,2026-06-20T20:02:00,2026-06-22T12:02:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
3feaf45f,Sam,Onboarding checklist is stuck at step 2 for no reason,"Onboarding checklist is stuck at step 2 for no reason. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,medium,email,2026-06-14T17:09:00,2026-06-17T01:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
